@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":23:4:23:19|Map for port i_stm32_tx_count of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":24:4:24:18|Map for port o_stm32_tx_byte of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":25:4:25:16|Map for port o_stm32_tx_dv of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":26:4:26:19|Map for port o_stm32_tx_ready of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":29:4:29:19|Map for port o_stm32_rx_count of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":30:4:30:16|Map for port o_stm32_rx_dv of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":31:4:31:25|Map for port o_stm32_rx_byte_rising of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":34:4:34:14|Map for port o_fifo_data of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":35:4:35:12|Map for port o_fifo_we of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":36:4:36:12|Map for port o_fifo_re of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":37:4:37:11|Map for port o_fifo_q of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":38:4:38:15|Map for port o_fifo_empty of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":39:4:39:14|Map for port o_fifo_full of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":40:4:40:16|Map for port o_fifo_aempty of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":41:4:41:15|Map for port o_fifo_afull of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":50:4:50:19|Map for port i_rhd64_tx_count of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":51:4:51:18|Map for port o_rhd64_tx_byte of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":52:4:52:16|Map for port o_rhd64_tx_dv of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":53:4:53:19|Map for port o_rhd64_tx_ready of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":56:4:56:19|Map for port o_rhd64_rx_count of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":57:4:57:16|Map for port o_rhd64_rx_dv of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":58:4:58:26|Map for port io_rhd64_rx_byte_rising of component controller_headstage not found
@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":59:4:59:27|Map for port io_rhd64_rx_byte_falling of component controller_headstage not found
@W: CD730 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Component declaration has 10 ports but entity declares 33 ports
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_rhd64_rx_dv of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_rhd64_rx_count of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_rhd64_tx_ready of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_rhd64_tx_dv of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_rhd64_tx_byte of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_fifo_afull of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_fifo_aempty of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_fifo_full of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
